Provider,inpatient_claim_count,in_sum_amt,in_mean_amt,in_std_amt,in_unique_benes,outpatient_claim_count,out_sum_amt,out_mean_amt,out_std_amt,out_unique_benes,total_claim_count,total_sum_amt,mean_amt_overall,pct_inpatient,unique_beneficiaries,PotentialFraud,_label_raw,_label
PRV55874,0.0,0.0,0.0,0.0,0.0,10.0,1380.0,138.0,124.43650768341438,10.0,10.0,1380.0,138.0,0.0,10.0,No,No,legit
PRV55875,0.0,0.0,0.0,0.0,0.0,26.0,4450.0,171.15384615384616,418.2853277185508,25.0,26.0,4450.0,171.15384615384616,0.0,25.0,No,No,legit
PRV55876,0.0,0.0,0.0,0.0,0.0,19.0,4380.0,230.52631578947367,332.49016166247566,18.0,19.0,4380.0,230.52631578947367,0.0,18.0,No,No,legit
PRV55877,0.0,0.0,0.0,0.0,0.0,4.0,1100.0,275.0,274.2869543622761,4.0,4.0,1100.0,275.0,0.0,4.0,No,No,legit
PRV55879,0.0,0.0,0.0,0.0,0.0,2.0,90.0,45.0,7.0710678118654755,2.0,2.0,90.0,45.0,0.0,2.0,No,No,legit
PRV55880,0.0,0.0,0.0,0.0,0.0,15.0,7180.0,478.6666666666667,787.898349740504,13.0,15.0,7180.0,478.6666666666667,0.0,13.0,No,No,legit
PRV55881,0.0,0.0,0.0,0.0,0.0,1.0,30.0,30.0,0.0,1.0,1.0,30.0,30.0,0.0,1.0,No,No,legit
PRV55882,0.0,0.0,0.0,0.0,0.0,23.0,6440.0,280.0,622.8161847608009,22.0,23.0,6440.0,280.0,0.0,22.0,No,No,legit
PRV55883,0.0,0.0,0.0,0.0,0.0,8.0,5480.0,685.0,1193.0992055507013,8.0,8.0,5480.0,685.0,0.0,8.0,No,No,legit
PRV55884,0.0,0.0,0.0,0.0,0.0,27.0,2880.0,106.66666666666667,217.3971905557624,16.0,27.0,2880.0,106.66666666666667,0.0,16.0,No,No,legit
PRV55885,0.0,0.0,0.0,0.0,0.0,8.0,1610.0,201.25,323.3943854976901,8.0,8.0,1610.0,201.25,0.0,8.0,No,No,legit
PRV55886,0.0,0.0,0.0,0.0,0.0,4.0,340.0,85.0,12.909944487358057,4.0,4.0,340.0,85.0,0.0,4.0,No,No,legit
PRV55887,6.0,66000.0,11000.0,9338.094023943002,6.0,0.0,0.0,0.0,0.0,0.0,6.0,66000.0,11000.0,1.0,6.0,No,No,legit
PRV55891,26.0,305000.0,11730.76923076923,11442.229476138617,23.0,25.0,7730.0,309.2,505.96376681866593,22.0,51.0,312730.0,6131.9607843137255,0.5098039215686274,45.0,No,No,legit
PRV55892,0.0,0.0,0.0,0.0,0.0,449.0,118910.0,264.8329621380846,541.9558093315499,235.0,449.0,118910.0,264.8329621380846,0.0,235.0,No,No,legit
PRV55893,26.0,214000.0,8230.76923076923,8228.281435671448,26.0,589.0,159630.0,271.018675721562,533.8519833500803,276.0,615.0,373630.0,607.5284552845528,0.04227642276422764,302.0,Yes,Yes,fraud
PRV55895,0.0,0.0,0.0,0.0,0.0,1.0,200.0,200.0,0.0,1.0,1.0,200.0,200.0,0.0,1.0,Yes,Yes,fraud
PRV55896,21.0,182000.0,8666.666666666666,9350.579304691948,18.0,84.0,22310.0,265.5952380952381,540.096714209541,79.0,105.0,204310.0,1945.8095238095239,0.2,97.0,Yes,Yes,fraud
PRV55897,9.0,143000.0,15888.888888888889,18651.03512170601,8.0,473.0,106890.0,225.9830866807611,430.2205973976581,174.0,482.0,249890.0,518.4439834024896,0.01867219917012448,182.0,Yes,Yes,fraud
PRV55898,0.0,0.0,0.0,0.0,0.0,27.0,6220.0,230.37037037037038,607.6340085274098,26.0,27.0,6220.0,230.37037037037038,0.0,26.0,No,No,legit
PRV55900,8.0,113000.0,14125.0,11519.393585229587,8.0,11.0,810.0,73.63636363636364,71.31237301797316,11.0,19.0,113810.0,5990.0,0.42105263157894735,19.0,No,No,legit
PRV55901,0.0,0.0,0.0,0.0,0.0,101.0,25300.0,250.4950495049505,458.1470860708901,50.0,101.0,25300.0,250.4950495049505,0.0,50.0,No,No,legit
PRV55902,0.0,0.0,0.0,0.0,0.0,69.0,13230.0,191.7391304347826,417.12586801806117,57.0,69.0,13230.0,191.7391304347826,0.0,57.0,No,No,legit
PRV55903,23.0,187000.0,8130.434782608696,7156.080363300002,20.0,27.0,10820.0,400.74074074074076,754.6008926064872,25.0,50.0,197820.0,3956.4,0.46,45.0,No,No,legit
PRV55904,0.0,0.0,0.0,0.0,0.0,28.0,6190.0,221.07142857142858,420.8134915957361,27.0,28.0,6190.0,221.07142857142858,0.0,27.0,No,No,legit
PRV55905,82.0,783500.0,9554.878048780487,9996.989083003193,72.0,13.0,6260.0,481.53846153846155,638.1594126058441,12.0,95.0,789760.0,8313.263157894737,0.8631578947368421,84.0,Yes,Yes,fraud
PRV55906,0.0,0.0,0.0,0.0,0.0,21.0,4130.0,196.66666666666666,252.77130638846916,20.0,21.0,4130.0,196.66666666666666,0.0,20.0,No,No,legit
PRV55907,60.0,547500.0,9125.0,6924.915100746173,60.0,183.0,50680.0,276.9398907103825,634.1927738385224,148.0,243.0,598180.0,2461.6460905349795,0.24691358024691357,208.0,No,No,legit
PRV55908,22.0,289000.0,13136.363636363636,8822.565519034832,20.0,33.0,5790.0,175.45454545454547,365.14629695755946,31.0,55.0,294790.0,5359.818181818182,0.4,51.0,No,No,legit
PRV55909,0.0,0.0,0.0,0.0,0.0,107.0,23750.0,221.9626168224299,411.9247028929741,91.0,107.0,23750.0,221.9626168224299,0.0,91.0,No,No,legit
PRV55910,0.0,0.0,0.0,0.0,0.0,372.0,98770.0,265.51075268817203,556.956987690645,149.0,372.0,98770.0,265.51075268817203,0.0,149.0,No,No,legit
PRV55911,46.0,402000.0,8739.130434782608,6269.626189844692,37.0,193.0,63440.0,328.7046632124352,680.5473293829201,120.0,239.0,465440.0,1947.44769874477,0.19246861924686193,157.0,Yes,Yes,fraud
PRV55912,60.0,735000.0,12250.0,10649.460875985817,53.0,47.0,15080.0,320.8510638297872,693.6037892530827,47.0,107.0,750080.0,7010.093457943925,0.5607476635514018,100.0,Yes,Yes,fraud
PRV55913,0.0,0.0,0.0,0.0,0.0,1267.0,373270.0,294.6093133385951,575.1942330162773,587.0,1267.0,373270.0,294.6093133385951,0.0,587.0,Yes,Yes,fraud
PRV55914,21.0,158000.0,7523.809523809524,4238.1487423053895,21.0,42.0,12660.0,301.42857142857144,503.4881810251912,41.0,63.0,170660.0,2708.8888888888887,0.3333333333333333,62.0,Yes,Yes,fraud
PRV55915,0.0,0.0,0.0,0.0,0.0,32.0,8870.0,277.1875,579.5116652503989,27.0,32.0,8870.0,277.1875,0.0,27.0,No,No,legit
PRV55916,115.0,1308500.0,11378.260869565218,11236.904913569982,95.0,12.0,2540.0,211.66666666666666,307.7730371950123,12.0,127.0,1311040.0,10323.149606299212,0.905511811023622,107.0,No,No,legit
PRV55917,0.0,0.0,0.0,0.0,0.0,50.0,14150.0,283.0,517.2227641501311,50.0,50.0,14150.0,283.0,0.0,50.0,No,No,legit
PRV55918,2.0,17000.0,8500.0,3535.5339059327375,2.0,8.0,760.0,95.0,127.39141034061689,8.0,10.0,17760.0,1776.0,0.2,10.0,No,No,legit
PRV55919,0.0,0.0,0.0,0.0,0.0,21.0,6050.0,288.0952380952381,503.24565619207334,19.0,21.0,6050.0,288.0952380952381,0.0,19.0,No,No,legit
PRV55920,0.0,0.0,0.0,0.0,0.0,110.0,25550.0,232.27272727272728,540.8041228109994,102.0,110.0,25550.0,232.27272727272728,0.0,102.0,No,No,legit
PRV55921,0.0,0.0,0.0,0.0,0.0,59.0,21140.0,358.3050847457627,737.2552838701052,56.0,59.0,21140.0,358.3050847457627,0.0,56.0,No,No,legit
PRV55925,4.0,44000.0,11000.0,4163.331998932265,4.0,17.0,6810.0,400.5882352941176,789.0062625562241,16.0,21.0,50810.0,2419.5238095238096,0.19047619047619047,20.0,No,No,legit
PRV55926,0.0,0.0,0.0,0.0,0.0,26.0,6930.0,266.53846153846155,570.7464747692609,26.0,26.0,6930.0,266.53846153846155,0.0,26.0,No,No,legit
PRV55927,0.0,0.0,0.0,0.0,0.0,212.0,72180.0,340.47169811320754,717.5747490834815,167.0,212.0,72180.0,340.47169811320754,0.0,167.0,No,No,legit
PRV55928,0.0,0.0,0.0,0.0,0.0,12.0,6410.0,534.1666666666666,989.3106721655265,11.0,12.0,6410.0,534.1666666666666,0.0,11.0,No,No,legit
PRV55929,0.0,0.0,0.0,0.0,0.0,287.0,68790.0,239.68641114982577,535.7795176450704,215.0,287.0,68790.0,239.68641114982577,0.0,215.0,No,No,legit
PRV55930,7.0,74000.0,10571.42857142857,5255.382728122437,7.0,38.0,10580.0,278.42105263157896,498.9151816328371,27.0,45.0,84580.0,1879.5555555555557,0.15555555555555556,34.0,No,No,legit
PRV55931,0.0,0.0,0.0,0.0,0.0,295.0,85700.0,290.50847457627117,571.0332672225637,108.0,295.0,85700.0,290.50847457627117,0.0,108.0,No,No,legit
PRV55933,45.0,365600.0,8124.444444444444,6743.5206462997285,39.0,453.0,130830.0,288.8079470198675,536.7605147569928,327.0,498.0,496430.0,996.847389558233,0.09036144578313253,366.0,No,No,legit
PRV55934,6.0,38000.0,6333.333333333333,4366.539438350083,6.0,647.0,216220.0,334.1885625965997,676.685544856848,212.0,653.0,254220.0,389.31087289433384,0.009188361408882083,218.0,Yes,Yes,fraud
PRV55935,0.0,0.0,0.0,0.0,0.0,550.0,125030.0,227.3272727272727,453.9339702488878,393.0,550.0,125030.0,227.3272727272727,0.0,393.0,No,No,legit
PRV55936,0.0,0.0,0.0,0.0,0.0,24.0,5750.0,239.58333333333334,550.1895259751439,24.0,24.0,5750.0,239.58333333333334,0.0,24.0,No,No,legit
PRV55937,7.0,43000.0,6142.857142857143,3532.1651258386087,6.0,375.0,122910.0,327.76,761.0391123203085,196.0,382.0,165910.0,434.3193717277487,0.01832460732984293,202.0,No,No,legit
PRV55938,0.0,0.0,0.0,0.0,0.0,9.0,1400.0,155.55555555555554,156.85272639574288,9.0,9.0,1400.0,155.55555555555554,0.0,9.0,No,No,legit
PRV55939,28.0,293900.0,10496.42857142857,10372.523609601765,27.0,23.0,7860.0,341.7391304347826,637.4213118917149,14.0,51.0,301760.0,5916.862745098039,0.5490196078431373,41.0,No,No,legit
PRV55940,0.0,0.0,0.0,0.0,0.0,32.0,7690.0,240.3125,368.269574956593,29.0,32.0,7690.0,240.3125,0.0,29.0,No,No,legit
PRV55941,0.0,0.0,0.0,0.0,0.0,57.0,14730.0,258.42105263157896,552.9169062916759,56.0,57.0,14730.0,258.42105263157896,0.0,56.0,No,No,legit
PRV55942,2.0,12000.0,6000.0,0.0,2.0,80.0,11270.0,140.875,203.9309497807555,76.0,82.0,23270.0,283.780487804878,0.024390243902439025,78.0,No,No,legit
PRV55943,34.0,284800.0,8376.470588235294,5298.144833894872,33.0,687.0,199270.0,290.05822416302766,545.6560467788718,491.0,721.0,484070.0,671.3869625520111,0.047156726768377254,524.0,No,No,legit
PRV55944,11.0,96000.0,8727.272727272728,8223.027533590157,11.0,15.0,1870.0,124.66666666666667,171.20858901463137,14.0,26.0,97870.0,3764.230769230769,0.4230769230769231,25.0,No,No,legit
PRV55945,0.0,0.0,0.0,0.0,0.0,20.0,5050.0,252.5,507.1060825383269,19.0,20.0,5050.0,252.5,0.0,19.0,No,No,legit
PRV55946,0.0,0.0,0.0,0.0,0.0,50.0,22600.0,452.0,1974.6402410648511,50.0,50.0,22600.0,452.0,0.0,50.0,No,No,legit
PRV55948,4.0,73000.0,18250.0,21960.191255997746,4.0,24.0,2960.0,123.33333333333333,157.2499164765567,24.0,28.0,75960.0,2712.8571428571427,0.14285714285714285,28.0,No,No,legit
PRV55950,0.0,0.0,0.0,0.0,0.0,11.0,7470.0,679.0909090909091,1115.575676908156,11.0,11.0,7470.0,679.0909090909091,0.0,11.0,No,No,legit
PRV55951,38.0,329000.0,8657.894736842105,9142.346720409798,37.0,410.0,92000.0,224.390243902439,437.14817515797785,320.0,448.0,421000.0,939.7321428571429,0.08482142857142858,357.0,Yes,Yes,fraud
PRV55953,0.0,0.0,0.0,0.0,0.0,13.0,5630.0,433.0769230769231,611.8331010902757,13.0,13.0,5630.0,433.0769230769231,0.0,13.0,No,No,legit
PRV55955,0.0,0.0,0.0,0.0,0.0,246.0,63250.0,257.1138211382114,488.3100838732272,235.0,246.0,63250.0,257.1138211382114,0.0,235.0,No,No,legit
PRV55956,8.0,63000.0,7875.0,3907.4105418879576,7.0,14.0,1190.0,85.0,89.67891442422624,12.0,22.0,64190.0,2917.7272727272725,0.36363636363636365,19.0,No,No,legit
PRV55957,22.0,214900.0,9768.181818181818,11669.307987954937,22.0,85.0,28540.0,335.7647058823529,640.2350321237844,78.0,107.0,243440.0,2275.1401869158876,0.205607476635514,100.0,Yes,Yes,fraud
PRV55958,0.0,0.0,0.0,0.0,0.0,30.0,8020.0,267.3333333333333,643.3743659119809,28.0,30.0,8020.0,267.3333333333333,0.0,28.0,No,No,legit
PRV55959,0.0,0.0,0.0,0.0,0.0,324.0,74710.0,230.58641975308643,482.05631706067487,160.0,324.0,74710.0,230.58641975308643,0.0,160.0,Yes,Yes,fraud
PRV55963,0.0,0.0,0.0,0.0,0.0,47.0,8530.0,181.48936170212767,188.46033746496846,43.0,47.0,8530.0,181.48936170212767,0.0,43.0,No,No,legit
PRV55964,0.0,0.0,0.0,0.0,0.0,37.0,8180.0,221.0810810810811,465.7000929531543,33.0,37.0,8180.0,221.0810810810811,0.0,33.0,No,No,legit
PRV55965,0.0,0.0,0.0,0.0,0.0,33.0,9180.0,278.1818181818182,478.8231311341286,30.0,33.0,9180.0,278.1818181818182,0.0,30.0,No,No,legit
PRV55966,0.0,0.0,0.0,0.0,0.0,21.0,7620.0,362.85714285714283,511.3134347652412,21.0,21.0,7620.0,362.85714285714283,0.0,21.0,No,No,legit
PRV55968,0.0,0.0,0.0,0.0,0.0,148.0,53460.0,361.2162162162162,690.6153279241759,75.0,148.0,53460.0,361.2162162162162,0.0,75.0,No,No,legit
PRV55969,0.0,0.0,0.0,0.0,0.0,688.0,204140.0,296.7151162790698,582.1292745010649,527.0,688.0,204140.0,296.7151162790698,0.0,527.0,No,No,legit
PRV55970,16.0,213000.0,13312.5,12294.81598072944,16.0,24.0,8400.0,350.0,671.6689142983935,22.0,40.0,221400.0,5535.0,0.4,38.0,No,No,legit
PRV55971,101.0,1061600.0,10510.89108910891,11247.665544370526,88.0,519.0,150400.0,289.78805394990366,859.7800705203425,258.0,620.0,1212000.0,1954.8387096774193,0.1629032258064516,346.0,Yes,Yes,fraud
PRV55972,19.0,127400.0,6705.263157894737,4881.424391872444,19.0,91.0,25120.0,276.04395604395603,681.8746693587207,88.0,110.0,152520.0,1386.5454545454545,0.17272727272727273,107.0,No,No,legit
PRV55974,0.0,0.0,0.0,0.0,0.0,175.0,69110.0,394.9142857142857,795.5731459406306,51.0,175.0,69110.0,394.9142857142857,0.0,51.0,No,No,legit
PRV55977,0.0,0.0,0.0,0.0,0.0,1302.0,371100.0,285.0230414746544,630.5718579443,762.0,1302.0,371100.0,285.0230414746544,0.0,762.0,Yes,Yes,fraud
PRV55978,92.0,890900.0,9683.695652173914,9910.370605215941,87.0,309.0,66590.0,215.50161812297733,462.93336049976665,257.0,401.0,957490.0,2387.755610972569,0.22942643391521197,344.0,No,No,legit
PRV55980,0.0,0.0,0.0,0.0,0.0,17.0,8700.0,511.7647058823529,647.3429857320388,17.0,17.0,8700.0,511.7647058823529,0.0,17.0,No,No,legit
PRV55981,15.0,102000.0,6800.0,4693.460496112802,15.0,39.0,8140.0,208.71794871794873,398.4191094496208,39.0,54.0,110140.0,2039.6296296296296,0.2777777777777778,54.0,No,No,legit
PRV55982,0.0,0.0,0.0,0.0,0.0,4.0,750.0,187.5,192.07203509794616,4.0,4.0,750.0,187.5,0.0,4.0,No,No,legit
PRV55983,8.0,114000.0,14250.0,13843.51317920625,8.0,14.0,5670.0,405.0,607.349221554681,14.0,22.0,119670.0,5439.545454545455,0.36363636363636365,22.0,No,No,legit
PRV55984,0.0,0.0,0.0,0.0,0.0,392.0,126120.0,321.734693877551,648.8195466483339,282.0,392.0,126120.0,321.734693877551,0.0,282.0,No,No,legit
PRV55985,0.0,0.0,0.0,0.0,0.0,58.0,19270.0,332.2413793103448,686.0490573821278,52.0,58.0,19270.0,332.2413793103448,0.0,52.0,No,No,legit
PRV55986,0.0,0.0,0.0,0.0,0.0,232.0,65390.0,281.8534482758621,722.2239073646138,212.0,232.0,65390.0,281.8534482758621,0.0,212.0,No,No,legit
PRV55989,0.0,0.0,0.0,0.0,0.0,2.0,150.0,75.0,7.0710678118654755,2.0,2.0,150.0,75.0,0.0,2.0,No,No,legit
PRV55990,22.0,189900.0,8631.818181818182,5825.345799148208,21.0,209.0,61200.0,292.82296650717706,625.453045222178,121.0,231.0,251100.0,1087.012987012987,0.09523809523809523,142.0,No,No,legit
PRV55991,0.0,0.0,0.0,0.0,0.0,32.0,6570.0,205.3125,377.18810550636914,31.0,32.0,6570.0,205.3125,0.0,31.0,No,No,legit
PRV55993,0.0,0.0,0.0,0.0,0.0,32.0,5360.0,167.5,219.103746232015,28.0,32.0,5360.0,167.5,0.0,28.0,No,No,legit
PRV55995,0.0,0.0,0.0,0.0,0.0,46.0,19840.0,431.30434782608694,826.0175104295502,42.0,46.0,19840.0,431.30434782608694,0.0,42.0,No,No,legit
PRV55996,29.0,236500.0,8155.172413793103,5668.054983029046,25.0,69.0,27630.0,400.4347826086956,728.2542275530221,66.0,98.0,264130.0,2695.204081632653,0.29591836734693877,91.0,Yes,Yes,fraud
PRV55997,0.0,0.0,0.0,0.0,0.0,326.0,79640.0,244.29447852760737,582.1350298818766,243.0,326.0,79640.0,244.29447852760737,0.0,243.0,No,No,legit
PRV55999,0.0,0.0,0.0,0.0,0.0,306.0,74190.0,242.45098039215685,512.4369989735992,120.0,306.0,74190.0,242.45098039215685,0.0,120.0,No,No,legit
PRV56001,57.0,525000.0,9210.526315789473,7911.873631504883,54.0,13.0,3570.0,274.61538461538464,446.31109076919626,13.0,70.0,528570.0,7551.0,0.8142857142857143,67.0,No,No,legit
PRV56002,11.0,173000.0,15727.272727272728,17100.2392327763,11.0,21.0,4810.0,229.04761904761904,268.5498978198421,20.0,32.0,177810.0,5556.5625,0.34375,31.0,No,No,legit
PRV56003,8.0,77000.0,9625.0,8052.28450281569,8.0,4.0,180.0,45.0,36.968455021364726,4.0,12.0,77180.0,6431.666666666667,0.6666666666666666,12.0,No,No,legit
PRV56004,0.0,0.0,0.0,0.0,0.0,5.0,3470.0,694.0,1457.285147114318,5.0,5.0,3470.0,694.0,0.0,5.0,No,No,legit
PRV56005,2.0,12000.0,6000.0,0.0,2.0,72.0,19660.0,273.05555555555554,562.455979845957,54.0,74.0,31660.0,427.8378378378378,0.02702702702702703,56.0,No,No,legit
PRV56006,0.0,0.0,0.0,0.0,0.0,1090.0,289380.0,265.48623853211006,524.9795066126383,531.0,1090.0,289380.0,265.48623853211006,0.0,531.0,No,No,legit
PRV56007,69.0,833800.0,12084.057971014492,13571.137444076001,55.0,12.0,3130.0,260.8333333333333,338.94108722027283,12.0,81.0,836930.0,10332.469135802468,0.8518518518518519,67.0,Yes,Yes,fraud
PRV56008,0.0,0.0,0.0,0.0,0.0,1370.0,476600.0,347.88321167883214,819.6993254597348,686.0,1370.0,476600.0,347.88321167883214,0.0,686.0,Yes,Yes,fraud
PRV56010,0.0,0.0,0.0,0.0,0.0,83.0,21600.0,260.2409638554217,497.52797667044945,82.0,83.0,21600.0,260.2409638554217,0.0,82.0,No,No,legit
PRV56011,0.0,0.0,0.0,0.0,0.0,2833.0,741640.0,261.7860924814684,654.2141645928872,1164.0,2833.0,741640.0,261.7860924814684,0.0,1164.0,Yes,Yes,fraud
PRV56012,29.0,321000.0,11068.965517241379,11676.99519348914,26.0,15.0,4870.0,324.6666666666667,480.47397233902075,15.0,44.0,325870.0,7406.136363636364,0.6590909090909091,41.0,Yes,Yes,fraud
PRV56013,0.0,0.0,0.0,0.0,0.0,90.0,27360.0,304.0,619.2216934329558,86.0,90.0,27360.0,304.0,0.0,86.0,No,No,legit
PRV56014,19.0,142000.0,7473.684210526316,6257.159641852342,19.0,15.0,3050.0,203.33333333333334,265.6976441281294,15.0,34.0,145050.0,4266.176470588235,0.5588235294117647,34.0,No,No,legit
PRV56015,6.0,52000.0,8666.666666666666,8733.078876700167,6.0,143.0,40600.0,283.9160839160839,629.6142737848073,109.0,149.0,92600.0,621.4765100671141,0.040268456375838924,115.0,No,No,legit
PRV56016,0.0,0.0,0.0,0.0,0.0,12.0,6350.0,529.1666666666666,826.8500835133663,12.0,12.0,6350.0,529.1666666666666,0.0,12.0,No,No,legit
PRV56017,11.0,210000.0,19090.909090909092,17409.506285099218,10.0,2.0,60.0,30.0,28.284271247461902,2.0,13.0,210060.0,16158.461538461539,0.8461538461538461,12.0,No,No,legit
PRV56018,25.0,221000.0,8840.0,10761.350596773003,24.0,47.0,19840.0,422.1276595744681,922.9817845727504,47.0,72.0,240840.0,3345.0,0.3472222222222222,71.0,No,No,legit
PRV56019,0.0,0.0,0.0,0.0,0.0,659.0,186820.0,283.49013657056145,546.6109632227759,268.0,659.0,186820.0,283.49013657056145,0.0,268.0,No,No,legit
PRV56020,15.0,136000.0,9066.666666666666,8370.583412562512,15.0,140.0,59770.0,426.92857142857144,1561.0381605669177,133.0,155.0,195770.0,1263.032258064516,0.0967741935483871,148.0,No,No,legit
PRV56021,0.0,0.0,0.0,0.0,0.0,128.0,39920.0,311.875,810.4297975105021,124.0,128.0,39920.0,311.875,0.0,124.0,No,No,legit
PRV56023,7.0,75000.0,10714.285714285714,8693.182879212225,7.0,35.0,13070.0,373.42857142857144,791.4652935690671,33.0,42.0,88070.0,2096.904761904762,0.16666666666666666,40.0,Yes,Yes,fraud
PRV56025,0.0,0.0,0.0,0.0,0.0,153.0,44660.0,291.8954248366013,579.5787395236972,148.0,153.0,44660.0,291.8954248366013,0.0,148.0,No,No,legit
PRV56026,0.0,0.0,0.0,0.0,0.0,44.0,29650.0,673.8636363636364,1000.9465657487135,43.0,44.0,29650.0,673.8636363636364,0.0,43.0,No,No,legit
PRV56027,0.0,0.0,0.0,0.0,0.0,25.0,8840.0,353.6,673.9119625984787,24.0,25.0,8840.0,353.6,0.0,24.0,No,No,legit
PRV56028,4.0,12000.0,3000.0,4242.640687119285,4.0,197.0,54770.0,278.02030456852793,574.2836172615486,176.0,201.0,66770.0,332.18905472636817,0.01990049751243781,180.0,No,No,legit
PRV56029,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,1.0,1.0,100.0,100.0,0.0,1.0,No,No,legit
PRV56030,0.0,0.0,0.0,0.0,0.0,204.0,60370.0,295.9313725490196,679.4685080231097,102.0,204.0,60370.0,295.9313725490196,0.0,102.0,No,No,legit
PRV56031,9.0,59400.0,6600.0,8478.354793236716,9.0,10.0,2170.0,217.0,239.4925190202539,10.0,19.0,61570.0,3240.5263157894738,0.47368421052631576,19.0,No,No,legit
PRV56032,0.0,0.0,0.0,0.0,0.0,9.0,3000.0,333.3333333333333,627.9132105633707,9.0,9.0,3000.0,333.3333333333333,0.0,9.0,No,No,legit
PRV56033,4.0,50000.0,12500.0,15673.75726067833,4.0,4.0,160.0,40.0,14.142135623730951,4.0,8.0,50160.0,6270.0,0.5,8.0,No,No,legit
PRV56034,0.0,0.0,0.0,0.0,0.0,13.0,1530.0,117.6923076923077,186.9560485851263,13.0,13.0,1530.0,117.6923076923077,0.0,13.0,No,No,legit
PRV56036,0.0,0.0,0.0,0.0,0.0,49.0,13140.0,268.16326530612247,562.0152484192776,48.0,49.0,13140.0,268.16326530612247,0.0,48.0,No,No,legit
PRV56037,0.0,0.0,0.0,0.0,0.0,5.0,1840.0,368.0,317.3641441625062,5.0,5.0,1840.0,368.0,0.0,5.0,No,No,legit
PRV56038,1.0,1000.0,1000.0,0.0,1.0,6.0,450.0,75.0,67.15653356152326,6.0,7.0,1450.0,207.14285714285714,0.14285714285714285,7.0,No,No,legit
PRV56039,0.0,0.0,0.0,0.0,0.0,97.0,26020.0,268.2474226804124,584.130426198633,34.0,97.0,26020.0,268.2474226804124,0.0,34.0,No,No,legit
PRV56040,0.0,0.0,0.0,0.0,0.0,13.0,22850.0,1757.6923076923076,3898.8206632394063,11.0,13.0,22850.0,1757.6923076923076,0.0,11.0,No,No,legit
PRV56041,0.0,0.0,0.0,0.0,0.0,55.0,32040.0,582.5454545454545,925.0369725980693,19.0,55.0,32040.0,582.5454545454545,0.0,19.0,No,No,legit
PRV56044,16.0,284000.0,17750.0,29213.010799984313,12.0,244.0,66770.0,273.6475409836066,534.43117596729,70.0,260.0,350770.0,1349.1153846153845,0.06153846153846154,82.0,No,No,legit
PRV56045,0.0,0.0,0.0,0.0,0.0,120.0,27980.0,233.16666666666666,471.6571595878475,49.0,120.0,27980.0,233.16666666666666,0.0,49.0,No,No,legit
PRV56046,14.0,121000.0,8642.857142857143,9328.262620471378,13.0,6.0,680.0,113.33333333333333,158.19818793736755,6.0,20.0,121680.0,6084.0,0.7,19.0,No,No,legit
PRV56047,0.0,0.0,0.0,0.0,0.0,3.0,60.0,20.0,10.0,3.0,3.0,60.0,20.0,0.0,3.0,No,No,legit
PRV56048,0.0,0.0,0.0,0.0,0.0,16.0,7380.0,461.25,910.6911294908572,16.0,16.0,7380.0,461.25,0.0,16.0,No,No,legit
PRV56049,0.0,0.0,0.0,0.0,0.0,149.0,32580.0,218.65771812080536,331.24184379172505,101.0,149.0,32580.0,218.65771812080536,0.0,101.0,No,No,legit
PRV56050,0.0,0.0,0.0,0.0,0.0,1.0,40.0,40.0,0.0,1.0,1.0,40.0,40.0,0.0,1.0,No,No,legit
PRV56051,0.0,0.0,0.0,0.0,0.0,4.0,1280.0,320.0,390.2136167109839,4.0,4.0,1280.0,320.0,0.0,4.0,No,No,legit
PRV56052,0.0,0.0,0.0,0.0,0.0,12.0,2950.0,245.83333333333334,348.64564801354953,10.0,12.0,2950.0,245.83333333333334,0.0,10.0,No,No,legit
PRV56054,0.0,0.0,0.0,0.0,0.0,45.0,18830.0,418.44444444444446,783.7322001909591,26.0,45.0,18830.0,418.44444444444446,0.0,26.0,No,No,legit
PRV56055,0.0,0.0,0.0,0.0,0.0,9.0,4470.0,496.6666666666667,1066.5598904890435,8.0,9.0,4470.0,496.6666666666667,0.0,8.0,No,No,legit
PRV56056,0.0,0.0,0.0,0.0,0.0,1.0,40.0,40.0,0.0,1.0,1.0,40.0,40.0,0.0,1.0,No,No,legit
PRV56057,9.0,97000.0,10777.777777777777,8899.126049474997,9.0,0.0,0.0,0.0,0.0,0.0,9.0,97000.0,10777.777777777777,1.0,9.0,No,No,legit
PRV56058,11.0,90000.0,8181.818181818182,3400.534717310847,11.0,0.0,0.0,0.0,0.0,0.0,11.0,90000.0,8181.818181818182,1.0,11.0,No,No,legit
PRV56060,0.0,0.0,0.0,0.0,0.0,1.0,50.0,50.0,0.0,1.0,1.0,50.0,50.0,0.0,1.0,No,No,legit
PRV56062,0.0,0.0,0.0,0.0,0.0,25.0,6290.0,251.6,356.1797299117399,24.0,25.0,6290.0,251.6,0.0,24.0,No,No,legit
PRV56063,0.0,0.0,0.0,0.0,0.0,11.0,1670.0,151.8181818181818,134.8938976987604,11.0,11.0,1670.0,151.8181818181818,0.0,11.0,No,No,legit
PRV56065,0.0,0.0,0.0,0.0,0.0,1.0,70.0,70.0,0.0,1.0,1.0,70.0,70.0,0.0,1.0,No,No,legit
PRV56066,0.0,0.0,0.0,0.0,0.0,8.0,4010.0,501.25,1135.3846107314093,8.0,8.0,4010.0,501.25,0.0,8.0,No,No,legit
